ID,Long_start,Lat_start,Long_end,Lat_end,Length,Speed
88,104.0705271,30.5936291,30.59321293,205.6812406,104.0684365,36.23928571
89,104.0705271,30.5936291,30.59244763,198.6988912,104.0720858,27.515
90,104.0705271,30.5936291,30.59686374,358.9538853,104.070717,31.87714286
91,104.1427297,30.60890084,30.60626466,442.5338513,104.1392625,34.54583333
92,104.1427297,30.60890084,30.60674406,421.783258,104.1463549,35.575
93,104.1427297,30.60890084,30.61186495,641.1616517,104.1369858,21.75
94,103.9354466,30.74137286,30.70607506,3932.226913,103.9313093,42.92
95,103.9354466,30.74137286,30.72742297,2356.527401,103.9540216,74.6125
96,103.9354466,30.74137286,30.75449343,1557.607396,103.9412759,74.435
97,104.0422933,30.7410774,30.74081135,221.4271661,104.0400009,58.45
98,104.0422933,30.7410774,30.733702,824.5702416,104.0434242,54.43333333
99,104.0422933,30.7410774,30.74097516,633.6067313,104.0489107,47.3
100,104.0422933,30.7410774,30.74664014,618.1188471,104.042756,61.56666667
101,104.1146272,30.76027681,30.72778795,3705.554474,104.1054866,38.26
102,104.1146272,30.76027681,30.77857558,2352.605615,104.127086,42.2
103,104.1675722,30.75834783,30.73707999,3231.919547,104.190672,40.23107143
104,104.1675722,30.75834783,30.77433248,3382.064279,104.1374701,46.805
105,103.9945272,30.71275996,30.7107053,347.1260675,103.9917914,32.2
106,103.9945272,30.71275996,30.70975652,476.5458367,103.9980882,38.89
107,103.9945272,30.71275996,30.71446713,290.8539716,103.9922205,51.5
108,104.0557493,30.71706744,30.71381514,525.6174909,104.0517543,39.65
109,104.0557493,30.71706744,30.71528136,289.0479444,104.0579489,24.125
110,104.0557493,30.71706744,30.7228819,870.2509514,104.0496414,26.625
111,104.0894112,30.69807885,30.69443168,468.6458284,104.0869352,34.95
112,104.0894112,30.69807885,30.69638434,1568.99986,104.1056755,11.03333333
113,104.0894112,30.69807885,30.70228545,534.061291,104.0921312,57.43333333
114,104.1766587,30.70212293,30.7015895,713.2862675,104.1692364,30.7
115,104.1766587,30.70212293,30.69629187,646.8891553,104.1769595,36.1
116,104.1766587,30.70212293,30.70246353,868.2777382,104.1857165,33.4
117,103.9895242,30.6706359,30.66832512,256.210622,103.9894492,10.5
118,103.9895242,30.6706359,30.6703629,211.7407755,103.9917117,46.6
119,103.9895242,30.6706359,30.67074127,124.1066729,103.9882345,25.55
120,104.0136726,30.6339832,30.62797015,848.9314547,104.0191596,36.05
121,104.0136726,30.6339832,30.63558542,289.5094766,104.0160584,32.82916667
122,104.0136726,30.6339832,30.63565466,230.317022,104.0122447,31.22708333
123,104.110012,30.64971387,30.64564358,494.2698699,104.1079039,73.45
124,104.110012,30.64971387,30.64805452,369.6500203,104.1133584,40.23333333
125,104.110012,30.64971387,30.65160594,429.010321,104.1061061,20.815
126,104.110012,30.64971387,30.653166,426.6043255,104.1119814,64
127,104.1749113,30.65114609,30.64867986,389.6542203,104.1720131,30.8
128,104.1749113,30.65114609,30.65238351,766.0010004,104.1827765,27.8
129,103.9967302,30.59844508,30.59474494,684.6502382,103.9910119,33.3
130,103.9967302,30.59844508,30.58962127,1020.176889,103.9997597,33.9
131,103.9967302,30.59844508,30.60127686,395.8115907,103.9992457,33.9
132,103.9967302,30.59844508,30.60135673,424.8850094,103.9938473,33.9
133,104.0579082,30.60063219,30.59668669,437.27896,104.0578933,32.525
134,104.0579082,30.60063219,30.60054761,316.9564225,104.0612128,39.025
135,104.0579082,30.60063219,30.60075578,260.2348094,104.0551975,43.5
136,104.0579082,30.60063219,30.60270356,229.5704148,104.0578993,54.4
137,104.0737429,30.60663216,30.60650411,205.4299773,104.0716051,28.6375
138,104.0737429,30.60663216,30.60409951,280.7455374,104.0736856,14.1
139,104.0737429,30.60663216,30.6065838,113.8159393,104.0749288,55.0375
140,104.1450214,30.58450522,30.59204616,922.6154733,104.1409451,36.63333333
141,103.9564943,30.7450801,30.73928236,1042.151102,103.9650646,32.55
142,103.9564943,30.7450801,30.75254195,949.7687465,103.9613727,48.51666667
143,104.0507089,30.76141245,30.76138863,260.003546,104.0479925,35.86666667
144,104.127086,30.77857558,30.77433248,1099.377533,104.1374701,46.805
145,104.127086,30.77857558,30.78668402,5178.755161,104.0737873,46.805
146,103.9691811,30.72962272,30.71972036,1387.754926,103.9780511,37.81111111
147,103.9691811,30.72962272,30.73015438,175.2258277,103.9709046,32.9
148,104.0008574,30.72248966,30.71680117,878.2173475,103.9944727,31.33333333
149,104.0008574,30.72248966,30.72113711,174.577126,104.0017918,31.85
150,104.0008574,30.72248966,30.72573991,399.819279,103.9990459,31.59166667
151,104.0008574,30.72248966,30.72585148,681.411241,104.0068158,26.73333333
152,104.115936,30.68478406,30.68282827,217.6304248,104.1157328,33.5
153,104.115936,30.68478406,30.68269678,364.468426,104.1188763,28
154,104.115936,30.68478406,30.68613383,215.9173046,104.1143105,30.75
155,104.153472,30.68495031,30.6846658,587.8169162,104.1595999,45.33333333
156,104.153472,30.68495031,30.68782026,640.8767311,104.1476634,77.85
157,103.9971186,30.64328713,30.64288317,63.4009281,103.9966501,31.81395833
158,103.9971186,30.64328713,30.63573997,1083.884355,104.0043112,48.15
159,103.9971186,30.64328713,30.6447123,280.3753136,103.9995359,39.84583333
160,103.9971186,30.64328713,30.65121392,1120.459658,103.9898616,48.15
161,104.0442801,30.63824024,30.63531088,369.4097262,104.0424412,18.80416667
162,104.0442801,30.63824024,30.63930565,138.3653967,104.0450327,18.9
163,104.0442801,30.63824024,30.63977679,344.4107303,104.0411563,21.865
164,104.0919899,30.64973175,30.64806866,207.9239017,104.0909857,33.05
165,104.0919899,30.64973175,30.65024457,245.4249467,104.0894982,13.0625
166,104.0919899,30.64973175,30.65227021,313.9204424,104.0934433,47.23157895
167,104.1731426,30.67412276,30.67205697,1233.652182,104.1604886,85.55
168,104.1731426,30.67412276,30.66454521,1072.394654,104.174737,63.65833333
169,104.1731426,30.67412276,30.67494723,2896.260247,104.2033612,85.55
170,103.9582174,30.57340291,30.57342223,769.663418,103.966243,75.5
171,104.0377793,30.62313997,30.62176571,274.1133533,104.040157,31.4
172,104.0377793,30.62313997,30.62436116,266.2771936,104.0353868,27.78333333
173,104.0377793,30.62313997,30.62491655,223.2688421,104.0388775,29.59166667
174,104.1041006,30.59388005,30.59430952,304.9521499,104.1072423,12.43333333
175,104.1041006,30.59388005,30.59590093,224.0604964,104.1040346,27.946875
176,104.1392625,30.60626466,30.60123549,667.0150371,104.1354405,24.8
177,104.1392625,30.60626466,30.60359371,556.1092987,104.1441733,46.075
178,104.1392625,30.60626466,30.60842985,506.0911374,104.1346143,46.075
179,103.9412759,30.75449343,30.7700213,2179.281715,103.9552436,68.1425
180,104.0666187,30.74499537,30.74269338,680.9342629,104.0600238,44.21666667
181,104.0737873,30.78668402,30.78634412,2514.976447,104.0475071,66.0125
182,104.190672,30.73707999,30.72037834,2556.670043,104.1722518,33.65714286
183,104.190672,30.73707999,30.70612702,3561.461404,104.200667,42.65230042
184,103.9731061,30.68598032,30.68583598,233.2483219,103.9706768,41.14333333
185,103.9731061,30.68598032,30.67656097,1044.207014,103.9733365,38.9875
186,103.9731061,30.68598032,30.6953588,1103.828643,103.9769843,38.9875
187,104.0104187,30.68940234,30.68765838,217.7158719,104.0093726,33.5
188,104.0104187,30.68940234,30.68723514,543.3340304,104.0155067,39.275
189,104.0104187,30.68940234,30.69141036,433.0946594,104.0065398,44.15
190,104.0104187,30.68940234,30.69204887,335.3540978,104.0121158,40.7
191,104.1033786,30.70633756,30.70628948,171.0052479,104.1015938,27.25
192,104.1033786,30.70633756,30.70349434,315.986651,104.1031337,27.975
193,104.1033786,30.70633756,30.7062197,260.1592847,104.1060918,25.4
194,104.1649449,30.68504344,30.6846658,513.6855656,104.1595999,81.7
195,104.1649449,30.68504344,30.68548169,518.3521345,104.1703327,42.61666667
196,104.1649449,30.68504344,30.69122648,686.2321224,104.1645632,42.61666667
197,103.998373,30.6369159,30.63671174,66.08638951,103.9977251,29.05
198,103.998373,30.6369159,30.63572543,155.8463457,103.9992384,14.18333333
199,104.0135237,30.65990556,30.65796024,269.7031656,104.0118326,37.09333333
200,104.0135237,30.65990556,30.66013517,270.7760379,104.0163373,31.51
201,104.0135237,30.65990556,30.66431216,490.4980126,104.0139977,14.05833333
202,104.1179738,30.65793984,30.65500441,645.8292508,104.1121511,15.55
203,104.1179738,30.65793984,30.65880798,244.0320835,104.1203144,42.33333333
204,104.1179738,30.65793984,30.66075295,343.7264565,104.1164633,24.83333333
205,104.1426242,30.63145711,30.6285471,333.8853966,104.1417226,22
206,104.1426242,30.63145711,30.63025162,367.8425915,104.1462001,32.81875
207,104.1426242,30.63145711,30.63284921,494.3112084,104.1377241,28.9
208,104.1426242,30.63145711,30.63469503,403.8793365,104.1445578,30.8046875
209,103.9487338,30.61070341,30.60401625,1348.923914,103.9604905,58.88356643
210,103.9487338,30.61070341,30.61742585,1662.937701,103.9642428,30.10454545
211,103.9487338,30.61070341,30.630378,2259.420999,103.9425616,58.88356643
212,104.0422154,30.60430027,30.60236365,299.4921877,104.0400367,100
213,104.0422154,30.60430027,30.60525631,160.9066087,104.0434786,39.3
214,104.0422154,30.60430027,30.60553353,176.3622819,104.0410529,21.95
215,104.0701368,30.57443762,30.57440927,402.5694056,104.065939,69.6
216,104.0701368,30.57443762,30.56814664,698.8963881,104.0696326,38.58571429
217,104.0701368,30.57443762,30.56871008,883.1558153,104.0765396,45.39285714
218,104.0701368,30.57443762,30.57817949,464.4351601,104.0723172,34.8
219,104.1645673,30.60893296,30.60397265,766.5512676,104.1589946,33.18809524
220,104.1645673,30.60893296,30.61782895,987.1946311,104.165091,39.325
221,103.9613727,30.75254195,30.74616094,1234.279989,103.9719399,45.64833333
222,104.0489107,30.74097516,30.73539337,619.7093779,104.0492907,47.3
223,104.0489107,30.74097516,30.74269338,1080.785337,104.0600238,47.7
224,104.0489107,30.74097516,30.74739145,711.2274612,104.0490336,47.3
225,103.979059,30.71243403,30.71025208,269.0872958,103.9802912,28.61875
226,103.979059,30.71243403,30.71328192,214.3025008,103.9810702,28.3625
227,104.0467513,30.72074964,30.71895045,418.6414886,104.0429071,19.36666667
228,104.0467513,30.72074964,30.71633647,520.1873761,104.0486006,26.71428571
229,104.0460135,30.72269194,30.72074964,226.564955,104.0467513,23.04047619
230,104.0467513,30.72074964,30.7228819,363.9071631,104.0496414,26.71428571
231,104.0946566,30.68181985,30.67906708,364.7385995,104.0925699,27.8
232,104.0946566,30.68181985,30.68269427,209.2367022,104.0927207,23
233,104.0946566,30.68181985,30.68454342,366.3525489,104.0968239,30.13333333
234,104.1583536,30.69959817,30.68782026,1658.984337,104.1476634,44.875
235,104.1583536,30.69959817,30.69530501,477.5222472,104.158776,37.295
236,104.1583536,30.69959817,30.70292569,460.3875534,104.1612313,28.45
237,104.1583536,30.69959817,30.71104408,1769.885404,104.1454657,38.6
238,103.9894492,30.66832512,30.66622431,232.8683491,103.9894097,20.625
239,103.9894492,30.66832512,30.66818088,174.7956832,103.991266,25.6
240,103.9894492,30.66832512,30.66853964,443.8111945,103.9848234,23.1125
241,104.0184715,30.63982391,30.63860797,214.3053235,104.0167328,34.15
242,104.0184715,30.63982391,30.63832934,198.5438166,104.0196137,37.55
243,104.0184715,30.63982391,30.64076755,144.6887032,104.0195149,35.975
244,104.0997464,30.62619552,30.62458258,437.604509,104.095579,19.92
245,104.0997464,30.62619552,30.62466428,224.9325864,104.1012867,39.65
246,104.0997464,30.62619552,30.62658897,104.1724733,104.1007334,24.65
247,104.0997464,30.62619552,30.62730653,124.055725,104.0995887,28.95
248,104.1485968,30.65835293,30.65670291,190.9052235,104.1480248,19.45833333
249,104.1485968,30.65835293,30.65918716,280.2382615,104.1458357,23.8
250,103.9851381,30.61499377,30.61048908,537.6519444,103.9872194,50.54
251,103.9851381,30.61499377,30.62025518,622.3122248,103.9828708,28.225
252,104.0292501,30.58423404,30.5816609,297.4542591,104.0283682,27.33333333
253,104.0292501,30.58423404,30.58346893,250.6598557,104.0317101,33.65
254,104.0292501,30.58423404,30.58528944,346.78701,104.0258455,31.58666667
255,104.0292501,30.58423404,30.58666704,284.4441927,104.0301944,33.65
256,104.0925349,30.60819686,30.60710553,120.950215,104.0925346,22.95
257,104.0925349,30.60819686,30.60819498,310.8469857,104.0957775,43.81845238
258,104.0925349,30.60819686,30.6089152,859.1051817,104.0836116,51.975
259,104.0925349,30.60819686,30.61650609,931.4646503,104.0910757,37.26428571
260,104.1494061,30.60476611,30.59666843,1083.881004,104.1430664,24.53333333
261,104.1494061,30.60476611,30.60084119,762.4217694,104.1559375,18.7625
262,104.1494061,30.60476611,30.60674406,365.5265608,104.1463549,23.14166667
263,104.1494061,30.60476611,30.6089618,557.8703401,104.1526212,22.72916667
264,103.9772319,30.75266673,30.74616094,881.2258787,103.9719399,38.9075
265,103.9772319,30.75266673,30.73704047,2267.452804,103.9925196,45.64833333
266,103.9772319,30.75266673,30.75869493,827.6900126,103.9721281,47.91354167
267,103.9772319,30.75266673,30.76457468,2127.548928,103.9946657,45.64833333
268,104.0492907,30.73539337,30.73264506,304.8576438,104.0494214,47.3
269,104.0492907,30.73539337,30.73512754,618.8615534,104.0557475,52.875
270,104.0492907,30.73539337,30.733702,592.1145424,104.0434242,52.875
271,103.9579823,30.70105758,30.69981301,138.1830066,103.9578968,25.93333333
272,103.9579823,30.70105758,30.70097319,200.9250985,103.9600779,22.55
273,104.0016803,30.67972348,30.67735769,301.3132414,104.0001306,20.525
274,104.0016803,30.67972348,30.67864559,268.7515305,104.0041934,32.6
275,104.0016803,30.67972348,30.68075283,238.0516,103.9994992,36.03333333
276,104.0016803,30.67972348,30.68195435,290.3158797,104.0032686,50.85
277,104.1011692,30.69006594,30.68819597,254.7836353,104.099622,39.25
278,104.1011692,30.69006594,30.68891742,234.1682854,104.1032213,38.075
279,104.1011692,30.69006594,30.69290878,372.02162,104.1032345,47.28571429
280,104.1409475,30.68134439,30.67794134,495.6572492,104.1375902,30.7
281,104.1409475,30.68134439,30.6850185,670.6359917,104.1353846,51.35
282,104.1409475,30.68134439,30.68782026,963.8123125,104.1476634,37.445
283,103.9911436,30.62966155,30.62805485,370.3952835,103.987755,44.83
284,103.9911436,30.62966155,30.62703779,325.53111,103.9926702,30
285,103.9911436,30.62966155,30.63065031,230.078411,103.9932544,46.85
286,104.0139977,30.66431216,30.66356549,812.2037884,104.0055646,12.85
287,104.0139977,30.66431216,30.66498919,75.3913012,104.014074,15.26666667
288,104.0742198,30.62620311,30.6227454,383.5315126,104.0743822,36.365
289,104.0742198,30.62620311,30.62618671,324.4906359,104.0776053,29.58333333
290,104.0742198,30.62620311,30.62766337,161.9954584,104.074146,34.0375
291,104.1831282,30.66441799,30.65487167,1058.0009,104.1831593,27.7
292,104.1831282,30.66441799,30.66454521,804.0456248,104.174737,50.75
293,103.9922157,30.61292033,30.61048908,549.5478994,103.9872194,40.82916667
294,103.9922157,30.61292033,30.6065462,919.8431229,103.9983609,24.575
295,103.9922157,30.61292033,30.62085604,1085.589741,103.9855772,38.9
296,104.0186689,30.5856335,30.58332268,372.5739333,104.0158469,66.58333333
297,104.0186689,30.5856335,30.58962127,1866.193322,103.9997597,42.6
298,104.0186689,30.5856335,30.59554599,1640.565362,104.0313763,46.42083333
299,104.0708672,30.61744157,30.61665206,88.70577189,104.0707151,13.65
300,104.0708672,30.61744157,30.61755497,67.67788705,104.0715609,15.4
301,104.1400423,30.59261383,30.59204616,107.0088861,104.1409451,36.63333333
302,104.1400423,30.59261383,30.59511501,473.6901755,104.1360359,31.6
303,104.1400423,30.59261383,30.59666843,534.7818544,104.1430664,33.62
304,103.9552436,30.7700213,30.76609451,775.7273466,103.9619529,61.85
305,103.9552436,30.7700213,30.78236038,3154.6432,103.9849489,59.4578125
306,104.0454649,30.75117149,30.74664014,565.2138329,104.042756,51.6
307,104.0454649,30.75117149,30.74739145,540.5774824,104.0490336,47.7
308,104.0454649,30.75117149,30.7539247,397.2930404,104.0481228,55.50833333
309,103.9945152,30.68621014,30.68390412,294.8788977,103.9929798,54.075
310,103.9945152,30.68621014,30.68452005,382.8435085,103.9980009,72.65
311,103.9945152,30.68621014,30.68806191,426.6868549,103.9906099,72.65
312,103.9945152,30.68621014,30.69473327,1033.325213,103.9988879,50.01458333
313,104.0217392,30.67914647,30.67648682,377.2787873,104.0192811,43.4
314,104.0217392,30.67914647,30.67849209,97.02682425,104.022412,9.8
315,104.0217392,30.67914647,30.68025139,169.5263733,104.0229629,41.4
316,104.0980229,30.71968669,30.71894934,170.884252,104.0964555,28.05
317,104.0980229,30.71968669,30.7188824,379.1506685,104.1018715,26.5
318,104.0980229,30.71968669,30.7212584,175.0677146,104.0982053,32.925
319,104.1692351,30.70602859,30.7015895,491.9788734,104.1692364,31.5
320,104.1692351,30.70602859,30.70562279,541.0916099,104.1636044,38.6
321,103.9834118,30.64102237,30.63921045,514.6940253,103.9784668,41.56
322,103.9834118,30.64102237,30.63716601,440.0064418,103.9845026,67.11875
323,103.9834118,30.64102237,30.64206014,304.3038699,103.9863516,46.32375
324,103.9834118,30.64102237,30.64440871,399.5874423,103.9819807,24.7
325,104.041432,30.62375282,30.62491655,276.7374659,104.0388775,43.47083333
326,104.0894982,30.65024457,30.64903065,146.9511223,104.0888813,22.69791667
327,104.0894982,30.65024457,30.6510373,93.60051923,104.0898351,23.70625
328,104.1371922,30.63929681,30.63877907,1360.418285,104.123009,24.08
329,104.1371922,30.63929681,30.63755553,205.9431244,104.1364419,52.3202381
330,104.1371922,30.63929681,30.63877966,389.1891435,104.1412091,54.54
331,104.1371922,30.63929681,30.6514217,1343.962194,104.1369623,37.43333333
332,103.9721097,30.60924975,30.60822849,245.8542348,103.9698331,30.75
333,103.9721097,30.60924975,30.60676545,276.4329203,103.9718535,28.78333333
334,103.9721097,30.60924975,30.61838763,1152.580029,103.9663699,29.76666667
335,104.0600781,30.61857201,30.62248789,434.3321001,104.0598999,26.32
336,104.0598999,30.62248789,30.62255535,444.6381518,104.0645381,46.725
337,104.0598999,30.62248789,30.62263487,472.1494252,104.0549769,52.04375
338,104.0598999,30.62248789,30.6251091,290.5469425,104.0599492,23.4
339,104.0758544,30.58360116,30.57817949,689.9948448,104.0723172,45.39285714
340,104.0758544,30.58360116,30.59133644,860.6192695,104.0750659,34.8
341,104.1526008,30.59079768,30.58671198,530.9788349,104.1497085,52.25
342,104.1526008,30.59079768,30.59666843,1122.026642,104.1430664,26.63333333
343,104.1526008,30.59079768,30.60084119,1158.153395,104.1559375,33.62
344,103.9719399,30.74616094,30.73928236,1007.20024,103.9650646,42.27791667
345,104.0354305,30.74630622,30.74081135,749.885223,104.0400009,54.43333333
346,104.0354305,30.74630622,30.74664014,702.2276992,104.042756,58.45
347,104.0354305,30.74630622,30.75797789,1592.572846,104.0257262,56.44166667
348,103.9980009,30.68452005,30.68224322,290.5871016,103.9964967,44.9
349,103.9980009,30.68452005,30.68310339,312.9263622,104.0008267,30.2
350,103.9980009,30.68452005,30.68644492,239.0985736,103.9991279,42.05
351,104.0229801,30.69537616,30.6931301,359.9913936,104.020265,16.1375
352,104.0229801,30.69537616,30.69251558,502.0930578,104.027045,23.45
353,104.0229801,30.69537616,30.69704864,271.3491026,104.0250491,35.725
354,104.0229801,30.69537616,30.69724433,260.3460928,104.0213322,22.02083333
355,104.0853272,30.68633229,30.68354394,352.9318802,104.0835475,22.25
356,104.0853272,30.68633229,30.6850032,315.5116221,104.0882401,21.73333333
357,104.0853272,30.68633229,30.68754155,296.8924869,104.0825614,34.2
358,104.0853272,30.68633229,30.68960162,421.0464061,104.0875661,21.575
359,104.1462028,30.72511547,30.71471837,1710.720489,104.1329977,42.76875
360,104.1462028,30.72511547,30.71104408,1561.121132,104.1454657,44.068125
361,103.9975143,30.66374322,30.66375076,237.0402654,103.9950403,32.42
362,103.9975143,30.66374322,30.6637374,183.0300287,103.9994246,28.55208333
363,103.9975143,30.66374322,30.66511082,151.6410718,103.9975617,24.05
364,104.0192612,30.66338368,30.65955788,424.3351096,104.0194321,72.35
365,104.0192612,30.66338368,30.66356652,224.5953135,104.0215958,64.5
366,104.0192612,30.66338368,30.66475911,152.5390573,104.0192041,43.75
367,104.0797902,30.66062591,30.65916798,192.0974179,104.078706,9.8
368,104.0797902,30.66062591,30.65950096,254.1594452,104.0821018,22.75
369,104.0782286,30.66139729,30.66062591,172.3249935,104.0797902,26.9
370,104.0797902,30.66062591,30.66323476,328.3305018,104.0814139,42.46666667
371,104.158009,30.63265017,30.62997401,321.2386193,104.1567215,43.95
372,104.158009,30.63265017,30.62856108,934.5742395,104.1665373,52
373,104.158009,30.63265017,30.63505025,604.9681706,104.1523394,34.175
374,103.9896589,30.62215352,30.62085604,416.8350472,103.9855772,31.00104167
375,103.9896589,30.62215352,30.62444502,512.3599603,103.9943014,22.725
376,103.9896589,30.62215352,30.62480647,332.3477681,103.9880426,35.5
377,104.0520549,30.57791347,30.57775318,397.789706,104.0479108,43.13333333
378,104.0520549,30.57791347,30.57797339,509.2293938,104.0573648,33.1
379,104.0520549,30.57791347,30.58111487,354.8405378,104.0521039,20.65
380,104.0783955,30.61080386,30.60357397,807.9075937,104.0773184,30.6375
381,104.0783955,30.61080386,30.6089152,542.0671848,104.0836116,41.8625
